#Parameters = {L_parche_inf=15.28; L_parche_sup=14.98; Long_linea=17.19; W_linea=1.5; W_parche_inf=21.62; W_parche_sup=21.62; alpha=-21.96324717241; distancia_entre_parches=44.68085106383; h_0=4.335; h_cobre=0.035; h_sus=1.58; lambda_0=63.829787234042}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
3.4549999237061	-2.2279305121925
3.4579999446869	-2.2339668138958
3.4609999656677	-2.2420169066564
3.4639999866486	-2.2521957245589
3.4670000076294	-2.2645937449463
3.4700000286102	-2.2792678387238
3.4730000495911	-2.2962417662897
3.4760000705719	-2.3155093072821
3.4790000915527	-2.3370304510653
3.4820001125336	-2.3607351761463
3.4849998950958	-2.3865215172143
3.4879999160767	-2.4142588313814
3.4909999370575	-2.4437877813078
3.4939999580383	-2.4749270004535
3.4969999790192	-2.5074726066383
3.5000000000000	-2.5412002630662
3.5030000209808	-2.5758725374383
3.5060000419617	-2.6112422649542
3.5090000629425	-2.6470559738857
3.5120000839233	-2.6830635135434
3.5150001049042	-2.7190134706751
3.5179998874664	-2.7546724094137
3.5209999084473	-2.7898210842834
3.5239999294281	-2.8242645299126
3.5269999504089	-2.8578338710977
3.5299999713898	-2.8903949941566
3.5329999923706	-2.9218527367979
3.5360000133514	-2.9521517883393
3.5390000343323	-2.9812854916526
3.5420000553131	-3.0092923020982
3.5450000762939	-3.0362602069567
3.5480000972748	-3.0623250378687
3.5510001182556	-3.0876739643989
3.5539999008179	-3.1125399058601
3.5569999217987	-3.1371985258006
3.5599999427795	-3.1619684968898
3.5629999637604	-3.1872046213505
3.5659999847412	-3.2132963370803
3.5690000057220	-3.2406595425560
3.5720000267029	-3.2697343475698
3.5750000476837	-3.3009815112190
3.5780000686646	-3.3348742404984
3.5810000896454	-3.3718981755553
3.5840001106262	-3.4125416913363
3.5869998931885	-3.4572960854209
3.5899999141693	-3.5066570392098
3.5929999351501	-3.5611115199993
3.5959999561310	-3.6211435986701
3.5989999771118	-3.6872279369412
